directedBy,Max_Rating,Min_Rating,Avg_Rating
Jack Pollexfen,2.21429,2.21429,2.21429
Jack Regas,1,1,1.0
Jack Shea,1.66667,1.66667,1.66667
Jack Sher,3.5,3,3.25
Jack Sholder,3.54941,2.34,2.804514444444445
Jack Smight,3.56056,0,2.6943264705882353
Jack Smith,2.5,2.5,2.5
Jack Snyder,5,1.5,3.25
Jack Townley,0,0,0.0
Jack Vacek,1,1,1.0
Jack Witikka,3.25,3.25,3.25
Jack Woods,2.54167,2.54167,2.54167
Jack Zagha Kababie,3.75,3.75,3.75
Jackie Chan,3.8,2.74233,3.4049430000000003
Jackie Cooper,2.5,0,1.5833333333333333
Jackie Kong,2.8125,2,2.468363333333333
Jackie Oudney,3.4,3.4,3.4
Jackie Reem Salloum,4.75,4.75,4.75
Jackson Douglas,3.25,3.25,3.25
Jackson Hunsicker,4.5,4.5,4.5
Jackson Miller,3,3,3.0
Jackson Stewart,2.52206,2.52206,2.52206
Jaco Van Dormael,3.90759,3.60972,3.739103333333333
Jaco van Dormael,3.67742,3.67742,3.67742
Jacob Aaron Estes,3.55951,2.63793,3.096766666666666
Jacob Akira Okada,0.5,0.5,0.5
Jacob Berger,3.5,2.33333,2.916665
Jacob Blair Smith,1.43333,1.43333,1.43333
Jacob Chase,3.04348,2.625,2.8342400000000003
Jacob Cheung,3,3,3.0
Jacob Cooney,3.2,2.45833,2.88611
Jacob Gentry,3.22222,2.8,2.985075
Jacob Hatley,3.9375,3.9375,3.9375
Jacob Kornbluth,3.89826,0,2.4779625000000003
Jacob LaMendola,3.64444,3.64444,3.64444
Jacob O'Brien Mulliken,0,0,0.0
Jacob Rosenberg,3.5625,3.5625,3.5625
Jacob Thuesen,3.21053,2.72727,2.9688999999999997
Jacob Y. Miller,0,0,0.0
Jacobo Morales,3.25,3.25,3.25
Jacobus Kriel,0,0,0.0
Jacques Audiard,3.92599,3.4375,3.6206025000000004
Jacques Becker,4.25,1.5,3.3223035714285714
Jacques Berr,2.83333,2.83333,2.83333
Jacques Bonnavent,3.5,3.5,3.5
Jacques Charon,4.5,4.5,4.5
Jacques Demy,3.77854,2.5,3.2392874999999997
Jacques Deray,4.5,0,2.711605
"Jacques Doillon, Alain Resnais, Jean Rouch",3.08333,3.08333,3.08333
Jacques Dorfmann,4.25,2.16667,3.208335
Jacques Lacerte,2,2,2.0
Jacques Malaterre,4,3.375,3.84375
Jacques Matthey,0,0,0.0
Jacques Perrin,3.31818,3.31818,3.31818
Jacques Poitrenaud,3.2,0,1.6
Jacques Richard,3.5,3.5,3.5
Jacques Terblanche,2.7,2.7,2.7
Jacques de Baroncelli,0,0,0.0
Jacques-Olivier Molon,0,0,0.0
Jacques-Rémy Girerd,4,4,4.0
"Jacques-Yves Cousteau, Louis Malle",3.5,3.5,3.5
Jacquie Phillips,0,0,0.0
Jadrien Steele,0,0,0.0
Jae-young Kwak,3.6375,2.98571,3.311605
Jaerim Han,3.16667,2.83333,3.0
Jafar Panahi,3.77083,2.85714,3.5503887499999998
Jaffar Mahmood,3.70455,3.70455,3.70455
Jagoda Szelc,3.16667,0,1.583335
Jah,0,0,0.0
Jahnna Beecham,1,1,1.0
Jai Al-attas,3.16667,3.16667,3.16667
Jai Jamison,0,0,0.0
Jaideep Sen,1.66667,1.66667,1.66667
Jaime Camino,3,0,1.2
Jaime Chavarri,3.125,3.125,3.125
Jaime Contreras,0,0,0.0
Jaime Falero,0,0,0.0
Jaime Rosales,3,2.28571,2.5952366666666666
Jaime Salvador,2.5,2.5,2.5
Jake Castorena,3.36275,3.33929,3.35102
Jake Gavin,3.66667,3.66667,3.66667
Jake Hulse,0,0,0.0
Jake Kasdan,3.69732,2.58127,3.20468375
Jake L. Reid,2,2,2.0
Jake Lefferman,3.75,3.75,3.75
Jake Lloyd,0,0,0.0
Jake Mahaffy,3.5,3.5,3.5
Jake Myers,3.16667,3.16667,3.16667
Jake Rademacher,2.7,2.7,2.7
Jake Scott,3.5303,2.98774,3.2691700000000004
Jake Szymanski,3.34491,2.6194,3.0566700000000004
Jake Thomas Armbruster,0,0,0.0
Jakob Kneser,0,0,0.0
Jakob Lass,3.45455,2.8,3.127275
Jakob Schuh,3.5,3.5,3.5
Jakub Grygier,2.25,2.25,2.25
Jalal Merhi,0,0,0.0
Jalil Lespert,3.5,2.5,2.9795100000000003
Jamaa Fanaka,2.375,0,1.3984375
Jamaal Burden,2,2,2.0
Jamal Hill,4.5,3.25,3.875
James A. Contner,4.375,0,1.59375
James A. Sullivan,0,0,0.0
James A. Ward,0,0,0.0
James Agee,4,4,4.0
"James Algar, Clyde Geronimi, Jack Kinney",3.48467,3.48467,3.48467
James Allen Bradley,2,2,2.0
James Aviles Martin,2.25,2.25,2.25
James B. Clark,3.35714,0,1.8393899999999999
James B. Rogers,2.88724,2.43058,2.689273333333333
James Barrat,3.5,3.5,3.5
James Becket,0,0,0.0
James Beshears,0.5,0.5,0.5
James Bidgood,3.375,3.375,3.375
James Bird,5,2.66667,3.833335
James Black,0,0,0.0
James Blagden,3.75,3.75,3.75
James Bobin,3.37869,2.97101,3.1311875000000002
James Boss,1.66667,1.66667,1.66667
James Bridges,3.79816,2.05732,3.01655125
James Brolin,3.21429,2.5,2.738096666666667
James Bruce,3.25,0,2.1458325
James Burkhammer,2.5,2.5,2.5
James Burks,0,0,0.0
James Cameron,4.00146,3.22928,3.6601333333333326
James Cardoza,2.5,2.5,2.5
James Cellan Jones,1,0,0.3333333333333333
James Choi,3.5,3.5,3.5
"James Colquhoun, Laurentine Ten Bosch, Carlo Ledesma",3.6,3.6,3.6
James Cook,1.5,1.5,1.5
James Crow,2.08333,0,1.041665
James Crowley,0,0,0.0
James Cruze,3.25,0,1.6666666666666667
"James Cruze, Erich von Stroheim",2.07143,2.07143,2.07143
James Cullen Bressack,3,1,2.1349199999999997
James Cummins,3.33333,3.33333,3.33333
James D. Cooper,2.66667,2.66667,2.66667
James D. Parriott,2.69408,2.69408,2.69408
James D. Scurlock,3.53333,3.53333,3.53333
James D. Stern,2.72105,2.1,2.410525
James Dirschberger,3.25,3.25,3.25
James Dodson,3.51471,0,1.90642
James E. Casey,3,3,3.0
James E. Tooley,3,3,3.0
James Eaves,0,0,0.0
James F. Robinson,3.1775,3.1775,3.1775
James Felix McKenney,2.71429,2.71429,2.71429
James Forsher,3.16667,3.16667,3.16667
James Fox,3.54545,3.54545,3.54545
"James Franco, Travis Matthews",3,3,3.0
James Gardner,3.92857,3.92857,3.92857
James Gillingham,0,0,0.0
James Gist,2.75,2.75,2.75
James Goldstone,3.5,0,2.029217647058824
James Gray,3.36005,3.13362,3.2511957142857146
James Griffiths,3.13806,0,1.56903
James H. White,5,1.75,3.077138823529412
James Hacking,2.875,2.875,2.875
James Hale,2,2,2.0
James Hall,4.07143,4.07143,4.07143
"James Hanlon, Rob Klug, Gédéon Naudet, Jules Naudet",3.49526,3.49526,3.49526
James Hawes,3.67742,0,2.69327125
James Healey,3.5,3.5,3.5
James Helsing,3,3,3.0
James Honeyborne,3.75,3.75,3.75
James Hong,2.75,0,1.375
James Huth,3.90244,2.21875,2.7723033333333333
James Intveld,0,0,0.0
James Isaac,2.53571,2.10342,2.2817466666666664
James Ivory,4.5,0,3.101635
James K. Jones,2.325,2.325,2.325
James K. Shea,2.40909,2.40909,2.40909
James Keach,3.75,0,2.7514962499999998
James Kelley,2.83333,2.83333,2.83333
James Kenelm Clarke,2.5,0,1.25
James Kermack,0,0,0.0
James Kirkwood,3,2.5,2.6666666666666665
James Krisel,2.53846,2.53846,2.53846
James L. Brooks,3.77606,2.7762,3.319998333333333
James L. Conway,2.99495,0,0.7707071428571428
James L. George,2.89583,2.89583,2.89583
James L. Heyward,3.6875,3.6875,3.6875
James L. Wilson,2.5,2.5,2.5
James Larkin,3,3,3.0
James Lathos,4,4,4.0
James Lecesne,3.25,3.25,3.25
James Lee,3.25,0,1.625
James Longley,3.23684,3.23684,3.23684
James MacDonald,2.83333,2.83333,2.83333
James Manera,2.37778,2.37778,2.37778
James Marlowe,1.5,1.5,1.5
James McTeigue,3.91355,2.93443,3.1902239999999997
James Moll,4.125,3.21429,3.7108116666666664
James Morosini,3,3,3.0
James N. Kienitz Wilkins,3.5,3.5,3.5
James Napier Robertson,3.59091,3.59091,3.59091
James Nguyen,1.64072,1.35714,1.48476
James Ngô,0,0,0.0
James Nunn,3.08333,1.875,2.6145825
"James Nunn, Ronnie Thompson",2.86585,2.86585,2.86585
James Oakley,2.8,2.13889,2.469445
James Ojala,0,0,0.0
James Orr,3.09547,2.83396,2.964715
James Polakof,2.5,0,1.1875
James Ponsoldt,3.70154,2.65175,3.333278
James Quattrochi,1,0,0.5
James Quinn,2.5,2.5,2.5
James R. Orr,3.25,3.25,3.25
James Rabbitts,2.66667,2.66667,2.66667
James Reed,4.5,3.9,4.2
James Riffel,1.83333,0,0.916665
James Roday,3.31818,2.63636,2.97727
James Rouse,4.25,4.25,4.25
James Rowe,0,0,0.0
James Salisbury,0,0,0.0
James Salter,3.5,3.5,3.5
James Savoca,0.5,0,0.25
James Schroeder,0,0,0.0
James Sereno,0,0,0.0
James Shanks,3,3,3.0
James Sherman,0,0,0.0
James Sibley Watson,3.46667,2.75,3.1083350000000003
James Signorelli,3.65,2.79813,3.1545733333333335
James Slocum,0,0,0.0
James Solomon,3.45205,3.45205,3.45205
James Spione,3.57143,3.57143,3.57143
James Szalapski,3.66667,3.66667,3.66667
James T. Walker,3.04688,0,1.52344
James Tinling,2.94444,2.75,2.84722
James Van Alden,0.5,0.5,0.5
James W. Horne,3.5283,0,1.9730033333333334
James Wan,3.73077,3.0281,3.387726
James Watkins,3.36907,3.07681,3.2038999999999995
James Westby,3.5625,0,2.36384
James Whitaker,0,0,0.0
James Whitmore Jr.,3.5,2.75,3.125
James William Guercio,3.37113,3.37113,3.37113
James Williamson,3.66667,2.5,3.083566
James Wong,3.11444,1.56729,2.610475
James Wong Howe,3.5,3.5,3.5
James Wood,0,0,0.0
James Young,2.91667,2.91667,2.91667
James Yukich,4.0625,0,2.408416
Jami,4,4,4.0
Jamie Bailey,0,0,0.0
Jamie Blanks,2.67907,2.19789,2.4722175
"Jamie Bradshaw, Aleksandr Dulerayn",2.47312,2.47312,2.47312
Jamie Catto,3.33333,3.33333,3.33333
Jamie Cymbal,3,3,3.0
Jamie Donoughue,2.67857,2.67857,2.67857
Jamie E. Lochhead,3.83333,3.83333,3.83333
Jamie Hendrix,0.5,0.5,0.5
Jamie Insalaco,0,0,0.0
Jamie Johnson,3.40268,3.16667,3.284675
Jamie Jones,4.25,0,2.125
Jamie Linden,2.9881,2.9881,2.9881
Jamie Meltzer,3.55556,0,2.3472225
Jamie Morgan,2.78571,2.78571,2.78571
Jamie Patterson,3.5,3.16667,3.281746666666667
Jamie Payne,1,0,0.5
Jamie Roberts,4.1,4.1,4.1
Jamie Root,3.33333,3.33333,3.33333
Jamie Travis,3.25,3.15248,3.2012400000000003
Jamie Yerkes,1.75,1.75,1.75
Jamil Dehlavi,3.16667,2.91667,3.04167
Jamin Winans,3.8,3.30159,3.5418299999999996
Jamshid Mahmoudi,3.5,3.5,3.5
Jan ?vankmajer,3.6875,3.6875,3.6875
Jan Balej,3.5,3.5,3.5
Jan Bubeníček,3.5,3.5,3.5
Jan Cvitkovič,3.16667,3.16667,3.16667
Jan Eliasberg,2.25,2.25,2.25
Jan Forsström,3,3,3.0
Jan Gassmann,3.25,3.25,3.25
"Jan Gissberg, Stig Lasseby",3.16071,2.84091,3.00081
Jan Haaken,3,3,3.0
Jan Haft,3.75,3.75,3.75
Jan Halldoff,2.5,2.5,2.5
Jan Hřebejk,3.98864,2.375,3.1927775
Jan Kidawa-Blonski,3.5,3.1,3.3
Jan Kounen,3.70515,0.75,2.8633616666666666
Jan Marlyn Reesman,0,0,0.0
Jan Nickman,4,4,4.0
Jan P. Matuszyński,3.62,3.62,3.62
Jan Prusinovsky,3.35714,3.35714,3.35714
Jan Prušinovský,3.5,2.5,3.0
Jan Rahbek,2,2,2.0
Jan Ruzicka,2.5,2.5,2.5
Jan Saska,3.5,3.5,3.5
Jan Schmidt,3.5,0,1.1666666666666667
Jan Schomburg,4,0.75,2.5
Jan Schutte,1.36842,1.36842,1.36842
Jan Schütte,1.83333,1.83333,1.83333
Jan Suter,0,0,0.0
Jan Sviták,3.5,3.5,3.5
Jan Svěrák,3.96429,2.9375,3.5821850000000004
Jan Tománek,2.5,2.5,2.5
Jan Troell,4.125,2.77778,3.6217053846153844
Jan Verheyen,3.63889,0.5,2.4626989999999997
Jan Willem Schram,3.66667,3.66667,3.66667
Jan de Bont,3.48872,1.95939,2.780874
Jan-Christoph Glaser,4.25,4.25,4.25
"Jan-Christoph Glaser, Carsten Ludwig",4.25,4.25,4.25
Jan-Willem Breure,3.16667,3.16667,3.16667
Jancarlo Markiw,0,0,0.0
Janchivdorj Sengedorj,2,2,2.0
Jane Arden,5,3.5,4.25
Jane Bibi,4,4,4.0
Jane Chablani,3,3,3.0
Jane Clark,3,3,3.0
Jane Cusumano,1,1,1.0
Jane Howell,3.875,3.875,3.875
Jane Lawalata,2.5,2.5,2.5
Jane Magnusson,4.5,3,3.733333333333333
Jane Preston,3,3,3.0
Jane Spencer,0,0,0.0
Jane Wagner,1.68182,1.68182,1.68182
Jane Weinstock,3.375,2.55556,2.96528
Janelle Balnicke,0,0,0.0
Janet Greek,3.26939,2.5,2.884695
Janet Tobias,3.66667,2.33333,3.0
Jang Cheol-Soo,3.37755,3.37755,3.37755
Jang Hoon,3.84921,3.35556,3.602385
Jang Jin,3,0,1.5
Jang Kun-jae,3,0,1.5
Jang Kyu-sung,3.75,3.75,3.75
Jang Moo-hyun,2.63636,2.63636,2.63636
Jang Sun-woo,1.66667,1.66667,1.66667
Jani Volanen,3.625,3.625,3.625
Janice Sutherland,3.33333,3.33333,3.33333
Janina Quint,3.5,3.5,3.5
Janis DeLucia Allen,0,0,0.0
Janis Nords,3.22222,3.22222,3.22222
Jann Turner,3,3,3.0
Jannicke Systad Jacobsen,3.26,3.26,3.26
Jannik Johansen,3.4,2.90625,3.155113333333333
Janno Põldma,4,4,4.0
Jano Williams,3.375,3.375,3.375
Janus Metz Pedersen,3.62121,3.47857,3.54989
Januse Mohammed,3,3,3.0
Janusz Kamiński,0,0,0.0
Janusz Morgenstern,4.25,1.5,2.9166666666666665
Janusz Zaorski,3.5,2.9,3.216666666666667
Jarand Breian Herdal,2.76471,2.76471,2.76471
Jared Drake,3.07188,3.07188,3.07188
Jared Goodman,0.5,0.5,0.5
Jared Leto,3.74,3.74,3.74
Jared Martin,3.4,3.4,3.4
Jared Moshe,2.93023,2.5,2.715115
Jared Stern,3.28571,3.28571,3.28571
Jaren Hayman,2.5,0,1.25
Jari Halonen,3.43333,2.16667,3.017142
Jari Kokko,3.125,3.125,3.125
Jarmo Lampela,3.42708,3,3.126215
Jaromil Jires,3.65819,3.29545,3.47682
Jaromir Wesely,0,0,0.0
Jaron Henrie-McCrea,2.78571,2.78571,2.78571
Jarrell Crump,0,0,0.0
Jarret Gahan,0,0,0.0
Jarrett Lee Conaway,3.5,3.5,3.5
Jascha Hannover,2.5,2.5,2.5
"Jasmiini Ottelin, Pinja Partanen",2.78571,2.78571,2.78571
Jasmila Zbanic,3.38043,3.38043,3.38043
Jasmin Mozaffari,4,4,4.0
Jasmine McGlade Chazelle,0,0,0.0
Jason Alexander,2.92105,2.92105,2.92105
Jason B. Kohl,0,0,0.0
Jason Bailey,3,3,3.0
Jason Baker,4.25,4.25,4.25
Jason Bateman,3.30378,3.02632,3.16505
Jason Bloom,2.90092,0,1.7659500000000001
Jason Bognacki,2.5,2.5,2.5
Jason Bourque,5,0,1.3475393333333334
Jason Butler,5,5,5.0
Jason Buxton,3.45833,3.45833,3.45833
Jason Cabell,2.93182,2.93182,2.93182
Jason Campbell,0,0,0.0
Jason Chan,3.16667,3.16667,3.16667
Jason Cohn,3.56667,3.56667,3.56667
Jason Connell,0,0,0.0
Jason Cuadrado,5,5,5.0
Jason Cullen Bressack,2.25,2.25,2.25
Jason Dallas,0,0,0.0
Jason Daly,1.5,1.5,1.5
Jason DeVan,2.375,1.08333,1.729165
Jason Eisener,3.36667,2.94286,3.1031766666666667
Jason Ensler,2.1,0,1.05
Jason Friedberg,2.17925,1.85,2.014625
"Jason Friedberg, Aaron Seltzer",2.05233,1.24607,1.6450980000000002
Jason Hillhouse,0,0,0.0
Jason Hreno,5,2.16667,3.2916675
Jason Kohn,3.45,3.125,3.2875
Jason Lai,3.5,3.5,3.5
Jason Lapeyre,3.83333,1.5,2.91369
"Jason Lapeyre, Robert Wilson",3.25,3.25,3.25
Jason Lei Howden,3.26512,3.22908,3.2471
Jason Lew,2.33333,2.33333,2.33333
"Jason M. Fitzpatrick, Ric Serena",3.75,3.75,3.75
Jason Momoa,3.33333,3.33333,3.33333
Jason Murphy,2.5,0,1.305555
Jason Naumann,0,0,0.0
Jason Pagnoni,5,5,5.0
Jason Paul Collum,4,0,2.0
Jason Perini,0,0,0.0
Jason Pine,3.5,3.5,3.5
Jason Polevoi,1.5,1.5,1.5
Jason Pollock,2.75,2.75,2.75
Jason Priestley,3.16667,0,2.2415275
Jason Raftopoulos,3,3,3.0
Jason Reid,3.66667,3.66667,3.66667
Jason Reitman,3.81918,3.05,3.4807675000000002
Jason Richard Miller,0,0,0.0
Jason Russel,1.32143,1.32143,1.32143
Jason S. Dennis,0,0,0.0
Jason Saltiel,0,0,0.0
Jason Satterlund,5,5,5.0
Jason Schnell,2.45,2.45,2.45
Jason Shirley,0,0,0.0
Jason Solari,0,0,0.0
Jason Spingarn-Koff,3.28125,3.28125,3.28125
Jason Stein,5,5,5.0
Jason Stephenson,0,0,0.0
Jason Stone,3.1875,2.61538,2.90144
Jason Strouse,2.9375,2.9375,2.9375
Jason Todd Ipson,2.93333,2.57143,2.75238
Jason Trost,3,1.5,2.328125
Jason Van Vleet,4,4,4.0
Jason Wade Hammonds,0,0,0.0
Jason Wingard,3.75,3.75,3.75
Jason Wise,4.75,3.48684,3.8136225
Jason Xenopoulos,0,0,0.0
Jason Y. Lee,0,0,0.0
Jason Zada,2.5194,2.5194,2.5194
"Jaume Balagueró, Paco Plaza",3.7233,3.29493,3.509115
Jaume Collet-Serra,3.47118,2.84667,3.2485085714285717
Javad Razavian,2.25,2.25,2.25
Javier Cárdenas,1.125,1.125,1.125
Javier Elorrieta,2.65385,2.65385,2.65385
Javier Fesser,3.7,2.71429,3.2097128571428573
Javier Fuentes-León,3.25,2.85714,3.0535699999999997
Javier Giner,0,0,0.0
Javier Polo Gandía,3,3,3.0
Javier Rebollo,3.5,2.875,3.1875
Javier Recio Gracia,3.40244,3.40244,3.40244
Javier Ruiz Caldera,3.25,2.07692,2.881336
Jay Alaimo,5,2,3.125
Jay Anania,2.875,0,1.28125
Jay Bauman,4,4,4.0
"Jay Bauman, Mike Stoklasa",3,3,3.0
Jay Chandrasekhar,3.59392,0,2.534946666666666
Jay Chapman,4.16667,0,2.8884906666666668
Jay Cheel,4.07143,4,4.035715
Jay Chou,3.625,3.58333,3.604165
Jay Dockendorf,2.91667,2.91667,2.91667
Jay Dubin,3.5,3.5,3.5
"Jay Duplass, Mark Duplass",3.24088,3.01765,3.148585
Jay Floyd,5,5,5.0
Jay K,2.83333,2.83333,2.83333
Jay Kamen,2,2,2.0
Jay Kanzler,3.375,0,1.6875
Jay Karas,3.95023,0,2.99138625
Jay Lender,2.60377,2.60377,2.60377
Jay Leyda,3,3,3.0
Jay Martin,3,2.32051,2.6602550000000003
"Jay Oliva, Gary Hartle",2.71739,2.71739,2.71739
Jay Rosenblatt,5,2.83333,3.916665
Jay Russell,3.47843,2.33333,3.100543333333333
Jay Salahi,0,0,0.0
Jay Schlossberg-Cohen,1.84375,1.84375,1.84375
Jay Shapiro,3.83333,3.83333,3.83333
Jay Silverman,3.25,2.75,3.0
Jay Stern,1.5,1.5,1.5
Jayaprakash Radhakrishnan,2.5,2.5,2.5
Jayro Bustamante,3.5,2.5,3.0652166666666667
Jayson Thiessen,2.85294,2.58696,2.71995
Jazz Boon,3.11111,3.11111,3.11111
Je-gyu Kang,3.78785,3.07796,3.432905
Jean Aurel,2.25,2.25,2.25
Jean Bach,3.9944,3.9944,3.9944
Jean Beaudin,0.5,0.5,0.5
Jean Becker,4.33333,3,3.4714723076923075
Jean Bourne,0,0,0.0
Jean Carlomusto,3.28571,3.28571,3.28571
Jean Charles Tacchella,3.125,3.125,3.125
Jean Claude Tramont,0,0,0.0
Jean Eustache,4,3.3,3.769915
Jean Gehret,0,0,0.0
Jean Girault,4,2.91667,3.388806363636364
Jean LaFleur,2.57143,2.57143,2.57143
Jean Lee,0,0,0.0
Jean Léon,0,0,0.0
Jean Markose,2.25,2.25,2.25
Jean Mitry,3.625,3.625,3.625
Jean Painleve,2.71429,2.71429,2.71429
Jean Painlevé,3.4,2.75,3.0500000000000003
Jean Paul Lilienfeld,1,1,1.0
"Jean Renoir, Irving Pichel",2.83333,2.83333,2.83333
Jean Rollin,3.22414,0.75,2.448680625
Jean Valère,0,0,0.0
Jean Van Hearn,0,0,0.0
Jean Vigo,3.87071,2.65,3.3471825
Jean Yanne,3.16667,0,2.0925933333333333
Jean de Limur,3.4,3.4,3.4
Jean-Baptiste Léonetti,2.83333,2.83333,2.83333
Jean-Charles Hue,2.25,2.25,2.25
Jean-Christophe Klotz,3.5,3.5,3.5
Jean-Christophe Meurisse,4,4,4.0
Jean-Claude Biette,3,3,3.0
Jean-Claude Brialy,0,0,0.0
Jean-Claude La Marre,3.16667,0,1.033334
Jean-Claude Rousseau,4.66667,0,2.333335
Jean-Claude Schlim,3.1,3.1,3.1
Jean-Claude Tramont,2.58108,2.58108,2.58108
Jean-Daniel Pollet,4.125,3.4375,3.78125
Jean-François Davy,3.75,3.75,3.75
Jean-François Laguionie,3.83333,2.3,3.1488880000000004
Jean-François Lévesque,2.2,2.2,2.2
Jean-François Richet,3.68182,2,3.121622857142857
Jean-Henri Meunier,3.75,3.75,3.75
Jean-Hugues Anglade,1.5,1.5,1.5
Jean-Jacques Annaud,3.8703,3.05405,3.4695053846153843
Jean-Jacques Beineix,4.00269,0,2.7920912500000004
Jean-Jacques Jauffret,2.3,2.3,2.3
Jean-Jacques Zilbermann,3,3,3.0
Jean-Julien Chervier,2.71429,2.71429,2.71429
Jean-Louis Comolli,3.5,3.5,3.5
Jean-Louis Daniel,0,0,0.0
Jean-Louis Lignerat,0,0,0.0
Jean-Louis Perez,0,0,0.0
Jean-Louis Richard,3,0,1.5
Jean-Loup Felicioli,3.2963,3.2963,3.2963
"Jean-Loup Felicioli, Alain Gagnol",3.35659,3.35659,3.35659
Jean-Luc Breitenstein,2,2,2.0
Jean-Luc Godard,4.16667,0,3.2607477966101692
Jean-Luc Perreard,2.75,2.75,2.75
Jean-Marc Barr,3.28571,3.28571,3.28571
Jean-Marc Minéo,3,3,3.0
Jean-Marc Moutout,2.8,2.16667,2.483335
Jean-Marc Piché,3,3,3.0
Jean-Marc Vallée,3.91079,0,2.805425
Jean-Michel Dissard,0,0,0.0
Jean-Pascal Hattu,2.75,2.75,2.75
Jean-Pascal Zadi,2.83333,2.83333,2.83333
Jean-Patrick Benes,3.08333,3.08333,3.08333
Jean-Paul Lilienfeld,3.63889,3,3.319445
Jean-Paul Salomé,3.21875,0,2.244816666666667
Jean-Paul Scardino,2,2,2.0
Jean-Philippe Tremblay,3.33333,3.33333,3.33333
Jean-Pierre Améris,4.16667,1.75,2.8371557142857142
Jean-Pierre Bekolo,2.83333,2.83333,2.83333
Jean-Pierre Blanc,3,3,3.0
"Jean-Pierre Dardenne, Luc Dardenne",3.75623,3.51128,3.6210100000000005
Jean-Pierre Devillers,3.5,3.5,3.5
Jean-Pierre Dutilleux,2.5,2.5,2.5
"Jean-Pierre Jeunet, Marc Caro",3.94803,3.94803,3.94803
Jean-Pierre Limosin,3.25,3,3.125
Jean-Pierre Marois,2.2,2.2,2.2
Jean-Pierre Melville,4.03283,2.625,3.5331114285714276
Jean-Pierre Mocky,4.5,0,0.75
Jean-Pierre Ponnelle,5,0,2.5
Jean-Pierre Rawson,4,4,4.0
Jean-Pierre Roux,1,1,1.0
Jean-Pierre Sinapi,4.25,1.75,3.0
Jean-Pierre Vergne,0,0,0.0
Jean-Simon Chartier,2.83333,2.83333,2.83333
Jean-Stéphane Bron,3.75,3.5,3.625
Jean-Stéphane Sauvaire,3.65196,3.53846,3.59521
Jean-Thomas Bédard,3,3,3.0
Jeanette Aguilar,2,2,2.0
Jeanette Nordahl,1.66667,1.66667,1.66667
Jeanette Wagner,3.75,3.75,3.75
Jeanie Finlay,3.35714,2.75,3.0357133333333333
Jeanne Balibar,1,1,1.0
Jeanne Tachan,0,0,0.0
Jeannot Szwarc,3.56859,1,2.60239
Jeb Brien,2.83333,2.83333,2.83333
Jeb Stuart,3.21429,3.12143,3.16786
Jed Mercurio,4,0,2.0
"Jed Mortenson, Richard Speight Jr.",3.1,3.1,3.1
Jed Rigney,1.75,1.75,1.75
Jed Weintrob,3,2.3,2.7145833333333336
Jedd Wider,3.72727,3.72727,3.72727
Jeeva Shankar,3,3,3.0
Jeferson Dê,3.875,3.875,3.875
Jeff & Josh Crook,2.6,2.6,2.6
Jeff A. Ferrell,0,0,0.0
Jeff Adachi,3.5,3.5,3.5
Jeff Allen,0,0,0.0
Jeff Balsmeyer,3.5327,3.28571,3.409205
Jeff Beesley,4,2.5625,3.2291666666666665
Jeff Betancourt,2.95,2.95,2.95
Jeff Bleckner,3.85714,0,2.5417015384615382
Jeff Blyth,2.6831,2.6831,2.6831
Jeff Broadway,3.71429,3.71429,3.71429
Jeff Buchanan,3.5,3.5,3.5
Jeff Buhler,2.59615,2.59615,2.59615
Jeff Byrd,2.19231,2.19231,2.19231
Jeff C. Smith,2.5,2.5,2.5
Jeff Celentano,3.5,2.5,3.0
Jeff Centauri,1,1,1.0
Jeff Chamberlain,2,2,2.0
Jeff Cheung,4,4,4.0
"Jeff Crook, Josh Crook",2.5,2.5,2.5
Jeff Cvitkovic,3.25,3.25,3.25
Jeff Erbach,2.16667,2.16667,2.16667
Jeff Ferrell,2,2,2.0
Jeff Feuerzeig,3.90317,0,2.5873999999999997
Jeff Fowler,2.98031,2.98031,2.98031
Jeff Franklin,2.94118,2.56441,2.752795
Jeff Freilich,0,0,0.0
Jeff Frey,5,5,5.0
Jeff G. Waxman,3,3,3.0
Jeff Gibbs,3.14286,3.14286,3.14286
"Jeff Gillen, Alan Ormsby",2.93023,2.93023,2.93023
Jeff Grace,3.07692,3.07692,3.07692
Jeff Hare,3.5,0,2.0208333333333335
Jeff Hathcock,0,0,0.0
Jeff Kanew,3.5,1.93333,2.7425699999999997
Jeff Kerr,0,0,0.0
Jeff Kurtti,4,4,4.0
Jeff L'Heureux,0,0,0.0
Jeff Leroy,2,0.5,1.3333333333333333
Jeff Lipsky,3.5,0,1.733334
Jeff Maher,2.36667,2.36667,2.36667
Jeff Malmberg,3.74615,3.25,3.498075
Jeff McQueen,3.28,3,3.1399999999999997
Jeff Melman,0,0,0.0
Jeff Nathanson,2.81188,2.81188,2.81188
Jeff Phillips,0.5,0.5,0.5
Jeff Pollack,3.05118,2.54143,2.7265933333333336
Jeff Probst,3.30682,3.30682,3.30682
Jeff Prosserman,4,4,4.0
Jeff Rector,1.5,1.5,1.5
Jeff Renfroe,3.125,2.64,2.8842
"Jeff Renfroe, Marteinn Thorsson",3.25949,3.25949,3.25949
Jeff Schaffer,3.29371,3.29371,3.29371
Jeff Schechter,1.5,1.5,1.5
Jeff Scher,3.5,3.5,3.5
Jeff Scott Taylor,0,0,0.0
Jeff Seemann,0,0,0.0
